Time,Title,Day,MeanVol-30,StddevVol-30,MeanVol+30
2017-07-04T11:32:00,"['Market Now: ICICI Bank in green; YES Bank, Bank of Baroda down']",Tuesday,13041.566666666668,13879.622986434308,17191.7
2017-07-05T11:03:00,"['Buy  Bank of Baroda,  target Rs  210: Edelweiss Securities']",Wednesday,29908.5,27778.21754030785,20668.666666666668
2017-07-12T11:32:00,"['Bank of Baroda to raise up to Rs 3,000 crore via Basel III bonds']",Wednesday,7759.433333333333,7047.564239666228,29623.733333333334
2017-08-24T12:03:00,['Buy  Bank of Baroda  target Rs  155:   Kunal Bothra'],Thursday,19662.6,23883.789044175264,9204.8
2017-08-29T11:28:00,"['ACC, Bank of Baroda, Tata Power fall on removal from Nifty50']",Tuesday,24107.5,26828.68870289166,28148.333333333332
2017-08-29T11:52:00,['Bank of Baroda customers wrongly debited with NEFT and RTGS fees'],Tuesday,37074.86666666667,31508.242576330547,31513.1
2017-08-29T11:52:00,['Bank of Baroda customers wrongly debited with NEFT and RTGS fees'],Tuesday,37074.86666666667,31508.242576330547,31513.1
2017-08-29T11:28:00,"['ACC, Bank of Baroda, Tata Power fall on removal from Nifty50']",Tuesday,24107.5,26828.68870289166,28148.333333333332
2017-08-29T11:52:00,['Bank of Baroda customers wrongly debited with NEFT and RTGS fees'],Tuesday,37074.86666666667,31508.242576330547,31513.1
2017-08-29T11:52:00,['Bank of Baroda customers wrongly debited with NEFT and RTGS fees'],Tuesday,37074.86666666667,31508.242576330547,31513.1
2017-08-30T10:16:00,"['Sell  Bank of Baroda,  target Rs  133:   Rakesh Bansal']",Wednesday,16760.566666666666,9016.78981191323,26834.733333333334
2017-08-30T10:16:00,"['Sell  Bank of Baroda,  target Rs  133:   Rakesh Bansal']",Wednesday,16760.566666666666,9016.78981191323,26834.733333333334
2017-09-06T11:40:00,['Default fears do not stop Bank of Baroda from lending to drivers'],Wednesday,25256.766666666666,34072.47304270055,15331.833333333334
2017-09-12T12:10:00,['Buy  Bank of Baroda  target Rs  155:   Kunal Bothra'],Tuesday,24212.633333333335,17315.059061374548,19691.433333333334
2017-09-13T12:30:00,"[""In a year's time, Bank of Baroda will show whether Modi's NPA clean-up push is a hit or a flop""]",Wednesday,14170.333333333334,8190.3960520165865,20447.466666666667
2017-09-13T12:30:00,"[""In a year's time, Bank of Baroda will show whether Modi's NPA clean-up push is a hit or a flop""]",Wednesday,14170.333333333334,8190.3960520165865,20447.466666666667
2017-11-09T12:44:00,['Bank of Baroda undercuts SBI on home loan rates'],Thursday,11678.766666666666,7328.498903519662,9874.266666666666
2017-11-14T10:55:00,"['Bank of Baroda robbery: Thieves dig tunnel, decamp with Rs 40 lakh worth valuables']",Tuesday,23667.533333333333,16636.08290781083,64640.433333333334
2017-11-15T10:38:00,['Bank of Baroda climbs 3% post Q2 results; brokerages raise target price'],Wednesday,161260.3,150504.437953426,44290.1
2017-11-17T10:37:00,['Bank of Baroda climbs over 3% on fund raising plan'],Friday,72955.33333333333,63384.20322989704,36400.5
2017-11-17T12:49:00,"['Buy  Bank of Baroda,  target Rs  191.20:   ICICI Direct']",Friday,38800.26666666667,21197.597708126163,42571.13333333333
2017-12-29T10:57:00,"[""Bank of Baroda to buy out JV partner's entire stake in mutual fund business""]",Friday,14043.5,13078.678831722007,6191.233333333334
2017-12-05T09:58:00,Bank of Baroda reviews MCLR,Tuesday,31373.7,24283.386725839267,20298.233333333334
2017-07-21T13:27:00,Bank of Baroda inks pact with DGS&D,Friday,19448.8,17655.579617408956,18637.466666666667
2017-04-21T09:56:00,Bank of Baroda tumbles over 2%,Friday,14131.4,8933.78153452762,8369.366666666667
2017-04-21T09:56:00,Bank of Baroda tumbles over 2%,Friday,14131.4,8933.78153452762,8369.366666666667
2017-03-24T10:08:00,"Nifty closes above 9100, Sensex above 80 points, Bank of Baroda soars 3%",Friday,76359.06666666667,64664.25989521226,40779.0
